	AT3G62100	AT4G28030	AT4G37580	AT5G06550	AT5G09790	AT2G46790	AT1G05690	AT1G55760	AT3G48360	AT5G63160	AT3G18990	AT1G12630	AT1G13260	AT2G22200	AT2G28550	AT2G44940	AT3G25890	AT3G54990	AT4G13620	AT4G27950	AT4G39780	AT5G11590	AT5G47230	AT3G61830	AT1G67710	AT1G75080	AT1G51140	AT1G59640	AT2G42280	AT3G07340	AT3G23210	AT3G23690	AT3G47640	AT4G36060	AT4G36540	AT5G51780	AT3G61420	AT1G45249	AT1G68880	AT2G18160	AT2G46270	AT3G17609	AT3G49760	AT3G62420	AT4G34000	AT5G10030	AT5G15830	AT5G28770	AT5G65210	AT5G57660	AT1G29160	AT1G64620	AT2G37590	AT4G00940	AT4G24060	AT5G62430	AT3G16870	AT1G02030	AT1G02040	AT1G66140	AT1G68130	AT2G48100	AT3G50700	AT5G03150	AT5G10970	AT5G22890	AT2G25900	AT3G55980	AT1G08880	AT1G54690	AT5G06510	AT4G36020	AT1G48040	AT5G02470	AT5G03415	AT1G13300	AT1G25550	AT1G49560	AT1G68670	AT1G69580	AT2G40260	AT2G40970	AT3G25790	AT4G28610	AT4G37180	AT5G29000	AT1G61730	AT1G55580	AT2G01570	AT3G50650	AT1G19700	AT1G27050	AT2G16400	AT2G22430	AT2G23760	AT3G01220	AT3G11260	AT4G17460	AT4G36870	AT4G37790	AT5G11060	AT5G25220	AT3G51910	AT5G62020	AT1G16530	AT1G31320	AT3G49940	AT4G37540	AT5G15060	AT5G67420	AT1G78930	AT2G36000	AT4G38160	AT5G07900	AT5G23930	AT5G55580	AT1G09540	AT3G11280	AT3G24310	AT3G46130	AT3G53200	AT5G55020	AT5G58900	AT5G59780	AT5G61420	AT5G65790	AT1G18330	AT1G74840	AT3G16350	AT5G37260	AT5G56840	AT1G32510	AT1G69490	AT3G15170	AT5G07680	AT5G01840	AT1G10470	AT1G19050	AT1G59940	AT2G17820	AT2G41310	AT3G48100	AT3G57040	AT4G27900	AT5G57180	AT5G62920	AT1G21000	AT4G17900	AT5G46710	AT1G20640	AT1G76350	AT2G17150	AT4G24020	AT4G35270	AT4G38340	AT3G57920	AT4G37610	AT5G67480	AT1G35560	AT3G47620	AT2G33550	AT3G24860	AT3G25990	AT5G03680	AT2G47900	AT3G06380	AT1G66600	AT1G69310	AT2G24570	AT2G40750	AT2G47260	AT3G04670	AT4G31800	AT5G22570	AT5G28650	AT5G56270	AT1G69600	AT1G74660	AT3G28920	AT5G50010	AT1G22070	AT4G16141	AT1G70790	AT1G68360	AT3G02290	AT1G15100	AT4G10150	AT3G43430	AT4G28270	AT5G20885	AT1G72220	AT1G80400	AT2G42360	AT1G67910	AT4G12350	AT3G12560	AT5G03780	AT5G13820	AT3G04410	AT1G76580	AT1G68690
AT1G35560	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	1	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	1	0	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0.5	1	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	1	0.5	1	0.5	0	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	1	0.5	0.5	1	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0	0.5	0.5	0	0	1	0.5	0	0.5	0.5	0.5	0	1	0	0.5	1	0.5	1	0	0.5	1	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT5G08360	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	0	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0.5	0	1	0.5	1	1	0.5	0	0	0.5	0.5	0	0.5	0.5	1	0.5	1	1	0	0.5	0	1	0	0	0.5	0	0.5	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	0.5	0	0.5	0.5	0.5	1	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0.5	1	0.5	1	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0	1	0.5	0.5	0	0.5	1	0	0.5	0.5	0	0	0.5	0.5	1	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0	0.5	0.5	0	0	1	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT1G08400	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	0.5	0.5	1	0.5	0	0.5	0	0.5	0.5	1	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0.5	1	0.5	1	0	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	1	1	1	0.5	0	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0	0.5	0.5	1	0.5	0	1	0.5	0.5	0	0	0.5	0.5	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0	0.5	0.5	0	0	1	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT1G06380	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	0	0.5	0.5	0	0.5	0	0.5	1	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	1	0	0.5	0	0.5	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	1	0.5	0	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	1	0.5	0.5	0	0.5	1	0	0.5	0.5	0	1	0.5	0.5	1	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0	0	1	0.5	0	0.5	0.5	0.5	1	0	0	0.5	1	0.5	1	1	0.5	1	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT5G23220	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0	0.5	0.5	0	0.5	1	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	1	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	1	0.5	0	0.5	1	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	1	1	0.5	0.5	0	0.5	1	0	0.5	0.5	1	0	0.5	0.5	0	1	0	1	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT2G01260	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	1	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0.5	1	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	1	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	0.5	0	0.5	0.5	0.5	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0.5	1	0.5	1	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	1	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	1	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0	0.5	0.5	0	0	0	0.5	1	0.5	0.5	0.5	0	0	1	0.5	0	0.5	0	1	0.5	0	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT2G15320	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	0.5	0.5	0	0.5	0	0.5	1	0.5	0.5	1	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	1	1	0	0.5	1	1	1	1	0.5	1	0.5	1	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	1	1	0.5	0	0.5	0.5	0.5	1	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	1	0.5	1	0.5	1	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0	0	0.5	0.5	1	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	1	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0	0	1	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT1G31320	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0	0.5	0.5	0	0.5	0	0.5	1	0.5	0.5	1	0.5	0	1	0.5	1	1	0.5	1	1	0.5	0.5	1	0.5	0.5	1	0.5	1	1	1	0.5	0	1	0	1	0.5	1	0.5	1	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	1	0	0	0.5	1	0.5	0.5	0.5	0	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	1	0.5	1	0.5	1	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0	1	0.5	0.5	0	0.5	1	0	0.5	0.5	0	1	0.5	0.5	1	0	0	1	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0	0.5	0.5	1	1	0	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT2G31955	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	0	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0.5	0	1	0.5	0	1	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0	1	0	0.5	0	0	0	0	0.5	0	0.5	1	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	0	0.5	1	0.5	0.5	0.5	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	1	0.5	1	0.5	1	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	1	1	0.5	0.5	0	0.5	1	0	0.5	0.5	1	1	0.5	0.5	1	0	1	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	1	0.5	0.5	0	0	0	0.5	1	0.5	0.5	0.5	0	1	1	0.5	0	0.5	1	0	0.5	0	0.5	0.5	0	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT3G25890	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	0	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	0.5	1	0.5	0.5	0.5	1	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	1	0.5	0.5	0	0.5	1	0	0.5	0.5	0	0	0.5	0.5	1	1	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0	1	1	0.5	1	0.5	1	1	0.5	0	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT2G17150	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	0	0.5	0.5	1	0.5	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0	1	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	1	0	0.5	0	0.5	1	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	1	0	1	0.5	1	0.5	0.5	0.5	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	1	0.5	1	0.5	1	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	1	0.5	0.5	0	0.5	1	0	0.5	0.5	0	0	0.5	0.5	1	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0	0.5	0.5	1	0	1	0.5	1	0.5	0.5	0.5	0	1	0	0.5	0	0.5	0	0	0.5	0	0.5	0.5	1	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT5G19120	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	0	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0.5	0	1	0.5	1	0	0.5	1	1	0.5	0.5	1	0.5	0.5	1	0.5	0	1	0	0.5	0	0	0	0	0.5	0	0.5	1	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	1	0	0.5	1	0.5	0.5	0.5	0	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0	0.5	1	0.5	1	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	1	0.5	0.5	0	0.5	0	0	0.5	0.5	0	1	0.5	0.5	1	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0	1	0.5	0	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT5G58320	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	1	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0.5	1	0	0.5	1	0	0.5	0	0	0.5	0.5	1	0.5	0.5	1	0.5	0	0	0	0.5	0	0	1	0	0.5	0	0.5	1	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	1	1	0	0.5	1	0.5	0.5	0.5	0	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	1	0.5	1	0.5	1	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	1	1	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0	1	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0	0.5	0.5	0	0	1	0.5	0	0.5	0.5	0.5	1	0	0	0.5	0	0.5	1	1	0.5	1	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT3G15630	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0	0.5	0.5	1	0.5	1	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	1	0	1	0.5	1	0	0	1	0.5	0	0.5	1	1	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	1	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0	1	0.5	1	0.5	0.5	0.5	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	1	0.5	0	0.5	1	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	1	1	0.5	0.5	1	0.5	1	1	0.5	0.5	1	1	0.5	0.5	1	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT3G43430	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	0	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	1	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	1	0	0.5	1	0.5	1	0	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	1	1	0	0.5	1	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	1	0.5	0.5	0	0.5	1	0	0.5	0.5	1	1	0.5	0.5	1	1	0	1	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0	0.5	0.5	0	0	1	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT3G11340	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	1	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0.5	1	0	0.5	0	1	0.5	1	0	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0.5	1	0.5	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	1	0.5	1	0.5	1	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	1	1	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0	1	1	0.5	0	0.5	1	1	0.5	0	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT1G13740	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	1	0.5	0	1	0.5	1	1	0.5	1	1	0.5	0.5	1	0.5	0.5	1	0.5	1	1	1	0.5	0	1	1	1	0.5	0	0.5	1	1	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	1	0	0.5	0	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0	0	0.5	0.5	0	0.5	0	1	0.5	0.5	0	0	0.5	0.5	0	1	1	1	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0	0.5	0.5	1	0	1	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0	0.5	1	0	0.5	0	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
AT4G37610	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0	0.5	0.5	0	0.5	1	0.5	0	0.5	0.5	0	0.5	0	0	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0.5	1	0	0	0.5	1	0	0	0	0.5	0	0.5	1	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	0	0	0.5	1	0.5	0.5	0.5	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	1	0.5	1	0.5	1	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	1	1	0.5	0.5	1	0.5	1	1	0.5	0.5	1	1	0.5	0.5	1	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	1	0.5	0.5	1	1	1	0.5	0	0.5	0.5	0.5	1	0	1	0.5	0	0.5	0	1	0.5	1	0.5	0.5	1	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
